,Credit Limit,Sex,Education,Marital Status,Age,Payment_Score,Avg_Outstanding,Avg_Paid,Default
5319,270000,F,BSc,Married,33,0.16666666666666666,7372.0,4658.166666666667,False
5320,30000,F,High School Diploma,Married,60,1.3333333333333333,12757.666666666666,1100.0,False
5321,500000,M,BSc,Single,30,0.0,1408.5,1447.5,False
5322,60000,F,MSc or PHd,Single,26,0.6666666666666666,6922.166666666667,5600.5,False
5323,20000,F,BSc,Married,34,2.0,17733.333333333332,883.3333333333334,False
5324,180000,F,BSc,Single,28,-0.5,0.0,0.0,False
5325,30000,F,BSc,Married,38,-0.3333333333333333,609.3333333333334,0.0,False
5326,200000,M,MSc or PHd,Married,45,0.0,900.5,804.3333333333334,False
5327,320000,F,MSc or PHd,Single,32,-1.0,4257.666666666667,4035.8333333333335,False
5328,210000,F,High School Diploma,Married,28,1.0,40644.833333333336,2000.0,False
5329,200000,F,MSc or PHd,Single,30,0.0,1268.5,1304.0,False
5330,170000,M,BSc,Single,41,-0.6666666666666666,5206.833333333333,4789.666666666667,False
5331,50000,M,High School Diploma,Married,42,1.0,29379.833333333332,980.5,False
5332,20000,F,BSc,Other,52,1.3333333333333333,10556.833333333334,866.6666666666666,False
5333,20000,F,BSc,Married,22,1.0,19683.833333333332,1033.3333333333333,False
5334,580000,F,MSc or PHd,Married,31,1.0,491169.8333333333,19346.5,False
5335,80000,F,High School Diploma,Single,25,1.0,70342.83333333333,2318.3333333333335,False
5336,50000,F,MSc or PHd,Married,38,0.3333333333333333,7702.333333333333,1793.0,True
5337,30000,M,BSc,Single,31,1.0,36952.5,944.8333333333334,False
5338,50000,F,BSc,Married,31,1.0,27321.666666666668,1425.0,True
5339,20000,M,High School Diploma,Single,25,4.333333333333333,1650.0,0.0,True
5340,100000,F,BSc,Married,41,1.3333333333333333,74815.33333333333,3383.3333333333335,False
5341,80000,M,High School Diploma,Single,48,1.0,54637.166666666664,1920.5,False
5342,40000,F,High School Diploma,Married,48,1.5,555.0,465.0,False
5343,80000,F,High School Diploma,Married,27,1.8333333333333333,61184.0,1704.8333333333333,False
5344,10000,M,High School Diploma,Single,31,1.3333333333333333,9466.833333333334,1209.0,False
5345,200000,F,MSc or PHd,Married,41,0.3333333333333333,15720.166666666666,10843.166666666666,False
5347,140000,F,High School Diploma,Single,23,1.0,73732.5,2815.0,False
5348,340000,F,MSc or PHd,Married,34,1.0,49168.5,17024.833333333332,False
5349,220000,M,MSc or PHd,Single,28,2.3333333333333335,164931.5,7621.5,True
5350,80000,F,MSc or PHd,Single,23,2.1666666666666665,62942.0,1529.5,True
5351,20000,M,High School Diploma,Single,24,1.3333333333333333,14349.333333333334,1027.5,True
5352,500000,M,MSc or PHd,Married,36,0.0,12265.666666666666,8165.0,False
5353,100000,F,BSc,Married,48,1.8333333333333333,2801.3333333333335,481.0,False
5354,150000,M,BSc,Married,39,-0.16666666666666666,1344.8333333333333,1414.5,False
5355,360000,M,BSc,Single,27,1.0,169019.33333333334,4800.0,False
5356,60000,F,BSc,Married,37,1.0,57524.833333333336,2487.1666666666665,False
5357,500000,M,MSc or PHd,Married,34,0.0,1245.3333333333333,1033.0,False
5358,270000,F,MSc or PHd,Single,27,0.16666666666666666,1764.1666666666667,2466.6666666666665,False
5359,230000,F,BSc,Single,30,1.0,67028.16666666667,9262.666666666666,False
5360,160000,F,BSc,Single,33,1.0,140092.5,5201.833333333333,False
5361,20000,M,MSc or PHd,Single,26,1.0,16421.333333333332,1076.6666666666667,False
5362,230000,M,BSc,Married,34,1.0,132240.0,4837.5,False
5363,50000,F,High School Diploma,Single,23,1.0,27354.166666666668,4844.833333333333,False
5364,500000,F,BSc,Married,52,0.0,7987.5,6858.166666666667,False
5365,80000,F,High School Diploma,Single,30,2.3333333333333335,76563.16666666667,3150.0,False
5366,50000,M,High School Diploma,Other,55,1.0,28777.166666666668,1751.0,True
5367,20000,M,BSc,Single,29,1.5,19002.5,1594.0,False
5368,200000,F,MSc or PHd,Married,40,-1.0,8018.666666666667,10021.333333333334,False
5369,100000,F,BSc,Married,44,1.3333333333333333,41879.833333333336,1800.0,False
5370,390000,F,BSc,Married,44,1.0,179003.16666666666,7033.333333333333,False
5371,450000,M,BSc,Married,44,0.0,8091.0,11933.833333333334,False
5372,10000,M,High School Diploma,Married,40,3.0,8204.166666666666,684.0,True
5373,270000,M,BSc,Single,29,0.6666666666666666,13117.666666666666,2721.5,False
5374,190000,M,MSc or PHd,Single,33,1.0,120222.5,4652.333333333333,False
5375,30000,F,MSc or PHd,Single,30,1.0,32903.5,1688.3333333333333,False
5376,360000,F,MSc or PHd,Single,28,-1.0,10762.0,7618.666666666667,False
5377,50000,F,BSc,Single,28,1.0,24616.833333333332,8800.333333333334,False
5378,240000,F,MSc or PHd,Married,41,0.8333333333333334,12401.0,4750.0,False
5379,150000,M,BSc,Single,26,1.0,106898.16666666667,3660.6666666666665,False
5380,150000,M,BSc,Single,44,0.0,24108.333333333332,1000.0,False
5381,20000,M,BSc,Single,23,1.5,18474.166666666668,1166.6666666666667,False
5382,50000,M,MSc or PHd,Single,24,0.0,630.6666666666666,601.6666666666666,True
5383,40000,F,BSc,Married,38,1.0,37349.0,1916.6666666666667,False
5384,20000,M,MSc or PHd,Single,25,2.3333333333333335,17672.0,766.6666666666666,True
5385,150000,F,MSc or PHd,Single,29,-0.5,0.0,0.0,False
5386,50000,F,BSc,Married,48,0.5,4468.833333333333,3471.8333333333335,False
5387,50000,F,High School Diploma,Married,44,0.3333333333333333,10873.666666666666,13031.166666666666,True
5388,50000,M,BSc,Single,23,0.3333333333333333,8500.166666666666,7703.333333333333,True
5389,50000,M,High School Diploma,Single,24,0.6666666666666666,5936.833333333333,683.0,True
5390,200000,F,MSc or PHd,Single,35,1.0,73371.66666666667,4002.0,False
5391,200000,M,MSc or PHd,Single,37,3.0,166233.66666666666,6166.666666666667,True
5392,120000,F,High School Diploma,Married,38,1.0,119466.5,4801.666666666667,False
5393,90000,M,BSc,Single,28,2.0,23258.833333333332,1733.3333333333333,True
5394,30000,F,MSc or PHd,Single,24,0.16666666666666666,1913.3333333333333,1612.1666666666667,False
5395,70000,M,MSc or PHd,Single,29,0.6666666666666666,6113.833333333333,4166.666666666667,False
5396,490000,F,BSc,Married,52,0.0,6245.0,5959.833333333333,False
5397,50000,M,High School Diploma,Married,39,0.0,1881.8333333333333,3871.0,False
5398,320000,M,BSc,Married,55,1.0,139921.16666666666,4993.333333333333,False
5399,50000,F,MSc or PHd,Single,27,2.1666666666666665,14078.833333333334,877.5,True
5400,140000,F,MSc or PHd,Single,25,-0.16666666666666666,3035.6666666666665,2663.3333333333335,True
5401,500000,F,BSc,Single,49,0.3333333333333333,135547.66666666666,67090.66666666667,False
5402,500000,M,MSc or PHd,Married,58,0.16666666666666666,11199.666666666666,9707.5,False
5403,50000,M,MSc or PHd,Single,34,1.0,23098.833333333332,1088.6666666666667,False
5404,170000,M,High School Diploma,Married,31,1.0,93966.5,22750.0,False
5405,130000,F,High School Diploma,Married,36,2.3333333333333335,26541.166666666668,1248.0,True
5406,150000,F,High School Diploma,Single,27,1.3333333333333333,8469.5,1733.0,False
5407,50000,F,MSc or PHd,Single,25,1.0,42599.333333333336,2366.6666666666665,False
5408,410000,M,MSc or PHd,Married,48,0.6666666666666666,161522.16666666666,5985.166666666667,False
5410,150000,M,High School Diploma,Married,45,0.16666666666666666,12361.5,5166.666666666667,False
5411,260000,F,BSc,Married,43,-1.0,531.6666666666666,416.6666666666667,False
5412,230000,M,MSc or PHd,Married,40,-1.0,0.0,0.0,False
5413,50000,M,BSc,Other,49,1.3333333333333333,22230.833333333332,1191.6666666666667,False
5414,230000,F,MSc or PHd,Single,23,-1.0,21273.5,1253.8333333333333,False
5415,280000,F,MSc or PHd,Married,44,1.0,196119.5,5861.666666666667,False
5416,500000,M,BSc,Single,67,0.0,2924.3333333333335,2714.6666666666665,False
5417,30000,M,BSc,Married,38,1.0,28397.166666666668,1666.6666666666667,False
5418,330000,F,BSc,Married,31,1.0,300986.8333333333,12516.666666666666,False
5419,180000,M,MSc or PHd,Married,50,1.0,161713.83333333334,5854.666666666667,False
5420,30000,M,BSc,Single,47,2.1666666666666665,29476.166666666668,991.6666666666666,True
5421,200000,M,MSc or PHd,Single,36,0.6666666666666666,23249.166666666668,14611.166666666666,False
5422,80000,F,High School Diploma,Married,41,0.8333333333333334,18989.166666666668,4310.0,False
5423,80000,M,BSc,Single,25,1.0,35604.166666666664,2133.3333333333335,True
5424,100000,F,MSc or PHd,Single,27,0.0,2439.8333333333335,2398.6666666666665,False
5425,300000,M,MSc or PHd,Married,54,-1.0,0.0,0.0,False
5426,240000,F,MSc or PHd,Married,58,0.16666666666666666,1259.5,2426.1666666666665,True
5427,50000,F,BSc,Married,49,0.0,5903.666666666667,8710.833333333334,True
5428,50000,F,High School Diploma,Married,50,1.3333333333333333,29948.333333333332,1826.6666666666667,False
5429,100000,M,BSc,Married,42,2.0,17936.0,985.1666666666666,False
5430,110000,M,High School Diploma,Single,40,1.0,82511.0,2890.8333333333335,False
5431,180000,F,BSc,Married,40,1.0,20383.5,2584.8333333333335,False
5432,140000,F,BSc,Single,26,1.0,99309.33333333333,4676.166666666667,False
5433,80000,M,BSc,Single,28,0.8333333333333334,49427.0,8550.0,False
5434,90000,F,MSc or PHd,Single,26,0.0,8836.833333333334,6704.0,False
5435,90000,M,High School Diploma,Married,45,0.6666666666666666,14660.5,2741.8333333333335,True
5436,240000,F,BSc,Single,41,1.0,187101.66666666666,7082.5,False
5437,150000,M,MSc or PHd,Married,41,0.0,1105.1666666666667,1205.1666666666667,False
5438,240000,F,MSc or PHd,Single,33,0.8333333333333334,160208.16666666666,7166.666666666667,False
5439,80000,M,High School Diploma,Single,34,1.0,61431.666666666664,3183.3333333333335,False
5440,110000,F,BSc,Married,42,2.6666666666666665,28412.0,833.3333333333334,False
5441,120000,F,BSc,Single,39,1.3333333333333333,24549.0,1483.3333333333333,False
5442,360000,F,BSc,Married,42,-1.0,9497.333333333334,6932.833333333333,False
5443,150000,M,Other,Single,30,1.0,89231.0,4827.0,False
5444,80000,M,MSc or PHd,Married,53,0.8333333333333334,11215.166666666666,3700.0,False
5445,140000,M,BSc,Married,47,2.8333333333333335,189585.16666666666,4382.166666666667,True
5446,50000,M,BSc,Married,40,1.0,17058.833333333332,961.6666666666666,False
5447,20000,F,High School Diploma,Married,36,1.5,12392.833333333334,533.3333333333334,False
5448,240000,F,MSc or PHd,Married,29,0.8333333333333334,133232.33333333334,37595.5,False
5449,50000,M,MSc or PHd,Single,49,1.0,22161.0,879.1666666666666,False
5450,380000,M,MSc or PHd,Married,57,1.0,356216.1666666667,47159.0,False
5451,30000,M,BSc,Single,49,0.0,937.0,660.5,False
5452,50000,F,BSc,Married,31,2.1666666666666665,24870.833333333332,1001.6666666666666,False
5453,160000,F,BSc,Married,36,0.0,2675.1666666666665,2362.6666666666665,True
5454,50000,M,BSc,Other,53,0.8333333333333334,35578.0,6191.333333333333,False
5455,80000,F,High School Diploma,Single,31,2.0,39294.666666666664,2400.0,False
5456,70000,F,BSc,Single,28,2.1666666666666665,69949.33333333333,4700.0,True
5457,200000,M,MSc or PHd,Single,29,1.0,160077.0,6000.0,False
5458,100000,F,High School Diploma,Married,28,2.8333333333333335,66640.66666666667,922.1666666666666,True
5459,180000,M,BSc,Single,38,1.3333333333333333,12838.5,383.3333333333333,True
5460,360000,M,High School Diploma,Married,53,0.0,80747.83333333333,75048.0,False
5461,230000,M,MSc or PHd,Single,39,0.5,1999.6666666666667,2794.5,False
5462,190000,F,BSc,Married,48,1.0,185734.5,6781.833333333333,False
5463,260000,M,MSc or PHd,Single,32,1.0,122561.83333333333,4999.333333333333,False
5464,30000,F,BSc,Single,25,1.5,6360.5,966.6666666666666,False
5465,150000,F,High School Diploma,Single,25,0.0,247.16666666666666,580.5,False
5466,80000,F,BSc,Single,34,-0.16666666666666666,833.3333333333334,1233.3333333333333,False
5467,80000,M,BSc,Married,37,2.3333333333333335,42416.666666666664,1341.3333333333333,True
5468,180000,F,High School Diploma,Married,43,-1.0,207.0,0.0,False
5469,350000,F,MSc or PHd,Single,33,-1.0,-2.0,156.66666666666666,False
5470,200000,F,High School Diploma,Married,30,0.5,888.3333333333334,701.6666666666666,False
5471,140000,M,BSc,Single,27,1.0,55498.333333333336,11333.333333333334,False
5472,20000,M,MSc or PHd,Single,25,0.0,1213.1666666666667,722.0,True
5473,20000,F,High School Diploma,Other,55,3.0,19738.166666666668,790.6666666666666,True
5474,220000,M,MSc or PHd,Single,37,1.0,39701.833333333336,6715.666666666667,False
5475,290000,F,MSc or PHd,Single,36,2.5,169219.83333333334,5265.666666666667,True
5476,80000,F,High School Diploma,Married,40,1.0,31901.833333333332,1756.8333333333333,False
5477,16000,F,BSc,Married,48,1.6666666666666667,5419.833333333333,525.0,False
5478,100000,F,BSc,Married,33,1.0,86161.16666666667,2796.0,False
5479,390000,F,BSc,Married,37,1.0,134963.0,4209.666666666667,False
5480,550000,F,MSc or PHd,Single,35,1.0,43852.166666666664,5756.333333333333,False
5481,80000,F,BSc,Single,31,1.0,67425.0,2589.0,False
5482,150000,F,BSc,Married,39,0.6666666666666666,39895.666666666664,33092.5,False
5483,20000,F,BSc,Married,27,0.0,1704.3333333333333,297.6666666666667,False
5484,20000,F,BSc,Single,21,-0.3333333333333333,3614.1666666666665,280.8333333333333,False
5485,100000,F,High School Diploma,Single,29,-0.5,3587.3333333333335,3543.1666666666665,False
5486,30000,M,High School Diploma,Single,28,3.1666666666666665,608.3333333333334,191.66666666666666,True
5487,80000,F,High School Diploma,Married,47,1.0,29056.0,1576.6666666666667,False
5488,30000,M,MSc or PHd,Single,33,3.0,26664.833333333332,1050.0,True
5489,140000,M,High School Diploma,Single,23,0.0,742.1666666666666,767.1666666666666,False
5490,200000,M,BSc,Single,32,1.0,161160.33333333334,6800.0,False
5491,290000,M,MSc or PHd,Single,41,1.0,243269.33333333334,8982.666666666666,False
5492,50000,M,BSc,Single,23,0.6666666666666666,24007.666666666668,452.0,False
5493,260000,F,MSc or PHd,Single,28,-0.16666666666666666,780.8333333333334,699.1666666666666,False
5494,60000,M,BSc,Married,24,1.0,18180.166666666668,1447.8333333333333,False
5495,280000,M,MSc or PHd,Married,34,1.0,265973.3333333333,94147.5,False
5496,100000,F,MSc or PHd,Single,36,1.6666666666666667,6995.666666666667,975.8333333333334,False
5497,290000,F,High School Diploma,Married,48,0.3333333333333333,143922.0,19311.0,False
5498,50000,M,High School Diploma,Married,49,1.3333333333333333,13783.833333333334,1750.0,False
5499,150000,M,MSc or PHd,Single,66,2.0,142203.83333333334,6401.666666666667,False
5500,390000,F,MSc or PHd,Married,39,-1.0,92159.33333333333,26946.333333333332,False
5501,180000,F,BSc,Married,44,1.0,167239.66666666666,8000.0,False
5502,290000,F,BSc,Married,55,0.6666666666666666,731.5,851.8333333333334,True
5503,180000,M,BSc,Single,34,1.0,21799.166666666668,1581.6666666666667,False
5504,80000,F,MSc or PHd,Single,31,0.5,7353.333333333333,7187.833333333333,False
5505,450000,F,MSc or PHd,Married,42,0.0,14733.5,5044.0,False
5506,20000,M,BSc,Single,37,1.0,19977.166666666668,1233.3333333333333,False
5507,80000,M,MSc or PHd,Single,25,1.0,15484.166666666666,570.1666666666666,False
5508,100000,F,BSc,Single,36,1.0,92748.5,4166.666666666667,False
5509,70000,M,High School Diploma,Married,39,1.0,48876.5,2893.6666666666665,False
5510,330000,M,High School Diploma,Married,49,1.0,199024.33333333334,6856.0,False
5511,200000,M,MSc or PHd,Single,30,-0.5,2769.8333333333335,3392.5,False
5512,30000,M,MSc or PHd,Single,36,1.6666666666666667,31043.0,1575.3333333333333,False
5513,200000,F,High School Diploma,Married,69,2.3333333333333335,1666.6666666666667,0.0,True
5514,80000,F,MSc or PHd,Single,27,-0.3333333333333333,1490.8333333333333,790.8333333333334,False
5515,340000,F,MSc or PHd,Single,40,0.8333333333333334,17096.333333333332,6147.166666666667,False
5516,20000,F,BSc,Single,56,1.0,15826.0,4524.666666666667,True
5517,130000,F,MSc or PHd,Single,29,1.3333333333333333,89802.83333333333,4250.0,False
5518,400000,M,MSc or PHd,Single,31,1.3333333333333333,129796.33333333333,10069.333333333334,False
5519,200000,F,BSc,Married,29,1.0,28636.5,1499.5,False
5520,80000,F,BSc,Married,47,0.0,1661.1666666666667,495.0,False
5521,50000,M,High School Diploma,Married,39,1.0,20695.5,897.0,False
5522,30000,F,MSc or PHd,Single,25,1.0,22057.166666666668,1145.6666666666667,False
5523,70000,F,BSc,Single,22,1.3333333333333333,28586.166666666668,2520.8333333333335,False
5524,500000,M,MSc or PHd,Single,33,0.0,16112.5,16494.333333333332,False
5525,80000,M,MSc or PHd,Single,27,-0.16666666666666666,2968.0,1877.3333333333333,False
5526,120000,M,BSc,Married,40,1.0,53914.0,4307.833333333333,False
5527,390000,M,MSc or PHd,Married,33,1.0,29837.833333333332,5647.166666666667,False
5528,30000,M,High School Diploma,Married,52,1.0,19905.833333333332,883.1666666666666,False
5529,70000,F,MSc or PHd,Single,30,1.0,33292.0,11832.666666666666,False
5530,140000,M,High School Diploma,Single,39,0.6666666666666666,39853.833333333336,2009.8333333333333,False
5531,30000,F,BSc,Married,27,1.0,29555.333333333332,1445.1666666666667,False
5532,190000,F,BSc,Single,25,0.5,2113.3333333333335,3085.6666666666665,False
5533,270000,M,MSc or PHd,Single,33,1.3333333333333333,122741.0,6333.333333333333,False
5534,290000,M,MSc or PHd,Single,35,-1.0,93846.0,2435.0,True
5535,50000,M,BSc,Single,29,0.0,749.3333333333334,416.6666666666667,True
5536,200000,F,MSc or PHd,Married,41,1.0,29145.5,4167.166666666667,False
5537,30000,F,BSc,Single,24,1.6666666666666667,8289.333333333334,1183.3333333333333,False
5538,150000,M,BSc,Married,29,1.0,68420.83333333333,15327.166666666666,False
5539,30000,F,High School Diploma,Single,48,0.0,686.0,325.0,True
5540,500000,M,MSc or PHd,Married,34,-0.16666666666666666,40340.166666666664,39550.333333333336,False
5541,20000,F,MSc or PHd,Single,23,1.3333333333333333,17873.833333333332,1163.0,False
5542,50000,M,High School Diploma,Married,29,1.5,24652.166666666668,2449.6666666666665,False
5543,280000,M,BSc,Single,30,2.6666666666666665,110856.0,3933.3333333333335,False
5544,80000,M,High School Diploma,Single,24,0.3333333333333333,416.0,554.6666666666666,False
5545,200000,M,MSc or PHd,Single,27,0.3333333333333333,2320.1666666666665,1265.0,False
5546,30000,F,High School Diploma,Married,60,1.0,23291.333333333332,762.1666666666666,False
5547,30000,F,BSc,Married,24,1.0,16634.833333333332,613.8333333333334,False
5548,380000,F,BSc,Married,35,0.0,1891.6666666666667,1792.8333333333333,False
5549,260000,F,BSc,Single,26,0.6666666666666666,84017.33333333333,12453.666666666666,False
5550,50000,M,BSc,Single,22,1.5,42687.166666666664,1133.3333333333333,False
5551,90000,M,High School Diploma,Married,53,1.0,63841.833333333336,2614.5,False
5552,20000,M,BSc,Married,40,1.8333333333333333,16671.666666666668,803.3333333333334,False
5553,10000,M,BSc,Single,27,1.0,5052.833333333333,2209.1666666666665,False
5554,400000,F,BSc,Married,44,0.16666666666666666,890.5,932.3333333333334,False
5555,300000,F,MSc or PHd,Single,32,-0.5,2101.3333333333335,1772.6666666666667,False
5557,50000,F,BSc,Single,33,1.0,40354.666666666664,1430.3333333333333,False
5558,100000,F,BSc,Single,25,1.6666666666666667,86499.33333333333,2571.1666666666665,True
5559,150000,F,BSc,Married,38,-0.8333333333333334,25.0,160.0,True
5560,110000,M,BSc,Single,34,1.0,86277.66666666667,2936.8333333333335,False
5561,100000,F,BSc,Single,28,1.0,74379.83333333333,10257.333333333334,False
5562,50000,M,BSc,Married,33,1.0,15913.5,3583.3333333333335,True
5563,80000,M,MSc or PHd,Single,29,0.16666666666666666,1395.0,755.3333333333334,False
5564,210000,F,MSc or PHd,Single,25,0.5,99230.5,30593.833333333332,False
5565,140000,F,High School Diploma,Married,60,1.0,136988.83333333334,4945.0,True
5566,240000,F,MSc or PHd,Married,43,-0.3333333333333333,2013.6666666666667,536.6666666666666,False
5567,110000,F,BSc,Single,36,1.0,39508.0,5078.0,False
5568,100000,F,High School Diploma,Single,48,-1.0,979.6666666666666,576.0,False
5569,50000,M,BSc,Married,24,1.0,18915.333333333332,1283.3333333333333,False
5570,90000,F,BSc,Married,35,1.0,69420.33333333333,2506.1666666666665,False
5571,150000,M,MSc or PHd,Single,33,0.6666666666666666,21113.0,1750.0,False
5572,100000,F,BSc,Married,30,3.0,31236.166666666668,1300.0,True
5573,140000,F,BSc,Married,62,1.0,141946.5,5133.333333333333,False
5574,230000,F,MSc or PHd,Single,33,1.0,138849.5,5166.666666666667,False
5575,20000,F,BSc,Single,25,1.0,22468.5,991.6666666666666,True
5576,230000,F,High School Diploma,Single,38,1.0,74395.16666666667,24781.833333333332,False
5577,150000,M,BSc,Single,26,-1.0,604.5,0.0,True
5578,20000,M,BSc,Single,24,1.0,10735.5,3184.1666666666665,False
5579,120000,F,High School Diploma,Married,35,1.0,28757.333333333332,1500.0,False
5580,30000,F,High School Diploma,Married,58,3.0,26792.5,1106.1666666666667,True
5581,220000,M,MSc or PHd,Married,42,1.5,54600.166666666664,1664.1666666666667,False
5582,250000,M,MSc or PHd,Married,41,0.0,11425.0,9910.166666666666,False
5583,80000,M,BSc,Married,34,0.0,4576.666666666667,833.3333333333334,False
5584,60000,M,MSc or PHd,Single,22,1.3333333333333333,44287.166666666664,1484.8333333333333,False
5585,130000,F,BSc,Married,37,0.16666666666666666,1834.0,2079.5,False
5586,400000,M,High School Diploma,Married,43,0.6666666666666666,74459.0,6726.5,False
5587,150000,F,BSc,Single,28,1.0,109106.0,4483.0,False
5588,230000,F,High School Diploma,Married,58,-1.0,648.3333333333334,648.3333333333334,True
5589,70000,F,High School Diploma,Single,24,1.0,40507.166666666664,6240.833333333333,False
5590,50000,F,BSc,Married,39,1.0,27507.333333333332,841.8333333333334,False
5591,90000,F,MSc or PHd,Married,38,0.0,983.1666666666666,1275.1666666666667,False
5592,30000,F,High School Diploma,Single,49,1.3333333333333333,28897.333333333332,1263.8333333333333,False
5593,30000,M,BSc,Married,49,3.1666666666666665,27733.833333333332,1216.6666666666667,False
5594,250000,F,MSc or PHd,Single,26,-1.0,326.1666666666667,118.66666666666667,False
5595,30000,F,BSc,Single,23,0.0,160.33333333333334,160.66666666666666,False
5596,150000,F,BSc,Married,27,-1.0,154.83333333333334,0.0,False
5597,400000,F,MSc or PHd,Single,48,0.3333333333333333,28117.5,20000.0,False
5598,30000,F,BSc,Married,52,0.6666666666666666,17351.5,6540.333333333333,True
5599,270000,F,MSc or PHd,Single,50,0.16666666666666666,1518.8333333333333,1090.0,False
5600,360000,M,High School Diploma,Married,37,-0.5,193.83333333333334,143.33333333333334,False
5601,80000,F,BSc,Married,23,1.3333333333333333,83436.0,3067.3333333333335,True
5602,70000,F,BSc,Single,33,1.3333333333333333,16693.5,1183.3333333333333,False
5603,50000,F,MSc or PHd,Single,29,1.0,20600.833333333332,3000.0,False
5604,220000,F,BSc,Single,38,1.0,150284.33333333334,7500.0,False
5605,70000,M,BSc,Single,29,1.3333333333333333,60769.166666666664,2958.3333333333335,True
5606,340000,F,MSc or PHd,Married,39,1.0,259591.83333333334,9995.166666666666,False
5607,20000,F,High School Diploma,Married,43,0.16666666666666666,325.0,390.0,False
5608,300000,F,BSc,Single,32,1.0,104778.5,4583.333333333333,False
5609,180000,F,MSc or PHd,Single,29,-1.0,72.0,72.0,False
5610,60000,M,BSc,Single,33,-0.3333333333333333,2739.8333333333335,5000.0,False
5611,160000,F,BSc,Single,27,3.0,161272.0,6183.333333333333,True
5612,50000,M,BSc,Single,37,1.0,41421.833333333336,1189.3333333333333,False
5613,100000,F,MSc or PHd,Married,38,0.0,1135.1666666666667,857.0,False
5614,60000,F,High School Diploma,Married,48,-0.5,1524.6666666666667,1515.3333333333333,False
5615,30000,M,BSc,Single,23,1.0,29169.166666666668,1619.0,False
5616,500000,F,BSc,Single,33,-0.16666666666666666,44270.0,33218.166666666664,False
5617,20000,F,BSc,Married,35,1.0,21889.5,1102.5,False
5618,50000,F,BSc,Single,23,0.3333333333333333,7916.333333333333,2144.3333333333335,False
5619,180000,F,BSc,Married,35,1.0,153007.33333333334,5994.5,False
5620,90000,F,BSc,Single,23,1.0,15672.166666666666,1666.6666666666667,False
5621,150000,F,BSc,Married,33,1.0,40761.666666666664,1761.3333333333333,False
5622,30000,M,BSc,Married,44,0.6666666666666666,19441.666666666668,779.3333333333334,False
5623,130000,M,High School Diploma,Single,45,0.5,4979.333333333333,782.0,False
5624,80000,F,High School Diploma,Married,39,-1.0,0.0,0.0,False
5625,210000,F,BSc,Married,33,1.0,150371.66666666666,6385.166666666667,False
5626,530000,F,MSc or PHd,Single,39,1.0,376111.6666666667,13318.666666666666,False
5627,360000,M,BSc,Married,51,2.0,2193.1666666666665,104.33333333333333,True
5628,140000,F,BSc,Single,36,1.0,102691.16666666667,7998.666666666667,False
5629,20000,F,BSc,Married,24,1.3333333333333333,18008.166666666668,872.8333333333334,False
5630,200000,F,MSc or PHd,Married,40,0.0,316.0,316.0,False
5631,40000,F,BSc,Single,25,1.3333333333333333,39509.5,1627.8333333333333,True
5632,200000,M,High School Diploma,Single,27,1.0,37031.833333333336,3536.0,False
5634,410000,M,BSc,Married,45,1.0,281192.0,11254.0,False
5635,170000,F,High School Diploma,Single,42,1.0,86016.0,8666.666666666666,False
5636,230000,F,MSc or PHd,Married,37,1.0,80721.5,4500.0,False
5637,210000,F,BSc,Single,42,0.16666666666666666,1190.5,837.1666666666666,False
5638,200000,M,BSc,Single,29,1.3333333333333333,32116.666666666668,12386.166666666666,False
5639,50000,F,MSc or PHd,Single,25,1.5,44713.666666666664,2266.8333333333335,False
5640,130000,M,BSc,Single,42,1.0,86697.83333333333,3349.3333333333335,False
5641,210000,M,BSc,Single,34,0.6666666666666666,23788.166666666668,9689.666666666666,False
5642,130000,F,BSc,Single,42,1.0,45263.0,1493.6666666666667,False
5643,80000,F,BSc,Single,41,2.5,68981.0,2333.3333333333335,False
5644,360000,F,BSc,Married,49,-0.6666666666666666,2500.0,130.0,False
5645,500000,M,MSc or PHd,Married,42,1.3333333333333333,109236.5,48879.166666666664,False
5646,60000,F,BSc,Married,53,0.0,415.0,415.0,True
5647,160000,F,BSc,Single,26,0.6666666666666666,3081.1666666666665,525.5,False
5648,50000,F,BSc,Single,22,1.3333333333333333,28330.666666666668,1063.0,True
5649,50000,M,High School Diploma,Married,33,1.3333333333333333,18724.833333333332,1207.0,False
5650,360000,M,MSc or PHd,Single,36,0.8333333333333334,133546.16666666666,11832.833333333334,False
5651,30000,F,BSc,Single,38,1.0,152.83333333333334,123.16666666666667,False
5652,20000,F,BSc,Single,27,1.3333333333333333,1752.0,740.6666666666666,False
5653,360000,F,MSc or PHd,Married,32,0.8333333333333334,17607.833333333332,1931.3333333333333,True
5654,50000,F,MSc or PHd,Single,28,1.0,5774.166666666667,1583.3333333333333,False
5655,460000,F,MSc or PHd,Married,43,-1.0,13544.0,19851.5,False
5656,20000,M,BSc,Single,24,1.8333333333333333,19765.166666666668,919.1666666666666,False
5657,330000,M,BSc,Married,39,0.8333333333333334,87208.83333333333,25528.5,False
5658,200000,F,High School Diploma,Married,29,0.16666666666666666,6060.5,6060.5,False
5659,50000,F,BSc,Married,38,2.3333333333333335,39944.166666666664,653.3333333333334,True
5660,50000,F,BSc,Married,24,1.0,3810.1666666666665,2467.1666666666665,False
5661,50000,M,BSc,Single,24,0.3333333333333333,356.6666666666667,1500.0,False
5662,270000,F,BSc,Married,42,0.5,7592.833333333333,8760.666666666666,False
